"name","title_ca","title_es","title_en","complementary description","field_definition","openness_score","license_title","date_published","organization_parent_name_ca","organization_name_ca","package_count","frequency","geolocation","token_required","historical","api","total_resources","total_views","recent_views","total_downloads_by_ip","total_downloads_absolute","total_api_access_by_api","total_api_access_absolute","tags_list","fuente","author","department","url_tornada_ca","url_tornada_es","url_tornada_en","notes_ca","notes_es","notes_en","url_busqueda_ca","url_busqueda_es","url_busqueda_en","dades_alt_valor","Agenda_2030_ODS_Principal","Agenda_2030_ODS_Colateral1","Agenda_2030_ODS_Colateral2","qpj","prj","application/x-7z-compressed","qml","txt","xml","bdf","qgz","zip","wms","kml","geojson","json","html","dwg","ics","tif","csv","kmz","xlsx","rdf-linked","sbx","dgn","dat",".jpg, .eps","dbase","gtfs","gpkg","sbn","shp","application/vnd.ms-pki.seccat","rds","shx","cpg","wmts","xls","long_format","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
"est-cadastre-carrecs-valors-cadastrals","Valors cadastrals dels càrrecs de la ciutat de Barcelona","Valores catastrales de los cargos de la ciudad de Barcelona","Cadastral values of charges in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-08-12","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","2559","19","4519","4919","248","383","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Càrrec, Càrrecs cadastrals, Seccions censals, Valor cadastral, Valor de construcció, Valor sòl","Dirección General del Catastro. Ministerio de Economia y Hacienda","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Valors cadastrals dels càrrecs de la ciutat de Barcelona","Valores catastrales de los cargos de la ciudad de Barcelona","Cadastral values of charges of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-carrecs-valors-cadastrals","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-carrecs-valors-cadastrals","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-carrecs-valors-cadastrals","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-edificacions-any-const","Nombre d'edificacions cadastrals segons l'any de construcció de la ciutat de Barcelona","Número de edificaciones catastrales según el año de construcción de la ciudad de Barcelona","Number of cadastral constructions according to the year of construction of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-08-12","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","2102","27","5070","6644","931","1047","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Edificacions cadastrals, Seccions censals","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," ",""," ","Nombre d'edificacions cadastrals segons l'any de construcció","Número de edificaciones catastrales según el año de construcción","Number of cadastral buildings according to the year of construction","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-edificacions-any-const","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-edificacions-any-const","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-edificacions-any-const","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-edificacions-edat-mitjana","Edat mitjana de les edificacions cadastrals de la ciutat de Barcelona","Edad media de las edificaciones catastrales de la ciudad de Barcelona","Average age of cadastral buildings of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-08-12","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","3432","23","5496","5967","1481","1691","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Edificacions cadastrals, Seccions censals","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Edat mitjana de les edificacions cadastrals a la ciutat de Barcelona","Edad media de las edificaciones catastrales a la ciudad de Barcelona","Average age of cadastral buildings of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-edificacions-edat-mitjana","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-edificacions-edat-mitjana","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-edificacions-edat-mitjana","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-edificacions-nombre-locals","Nombre d'edificacions cadastrals segons el nombre de locals de la ciutat de Barcelona","Número de edificaciones catastrales según el número de locales de la ciudad de Barcelona","Number of cadastral buildings according to the number of premises in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-08-12","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","2130","20","5517","5889","76","90","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Edificacions cadastrals, Locals cadastrals, Seccions censals","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Nombre d'edificacions cadastrals segons el nombre de locals","Número de edificaciones catastrales según el número de locales","Number of cadastral buildings according to the number of premises","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-edificacions-nombre-locals","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-edificacions-nombre-locals","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-edificacions-nombre-locals","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-edificacions-superficie","Superfície dels locals i dels serveis de les edificacions cadastrals de la ciutat de Barcelona","Superficie de los locales y de los servicios de las edificaciones catastrales de la ciudad de Barcelona","Area size of ​​the premises and services of the cadastral constructions of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-08-12","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","2478","16","4892","5136","952","1078","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Edificacions cadastrals, Locals cadastrals, Seccions censals, Superfície","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Superfície dels locals i dels serveis (m2) de les edificacions cadastrals","Superficie de los locales y de los servicios (m2) de las edificaciones catastrales","Area size (m2) of ​​the premises and services of thecadastral constructions of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-edificacions-superficie","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-edificacions-superficie","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-edificacions-superficie","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-finques-regim-propietat","Nombre de finques cadastrals segons el règim de propietat de la ciutat de Barcelona","Número de fincas catastrales según el régimen de propiedad de la ciudad de Barcelona","Number of cadastral estates according to the property regime of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-08-01","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","1925","15","6432","6913","264","545","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Finques, Propietat, Seccions censals","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Nombre de finques cadastrals segons el règim de propietat de la ciutat de Barcelona","Número de fincas catastrales según el régimen de propiedad de la ciudad de Barcelona","Number of cadastral estates according to the property regime of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-finques-regim-propietat","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-finques-regim-propietat","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-finques-regim-propietat","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-finques-superficie","Superfície de les finques cadastrals de la ciutat de Barcelona","Superficie de las fincas catastrales de la ciudad de Barcelona","Surface of the cadastral estates of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-08-01","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","2193","10","5412","5721","76","97","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Finques, Seccions censals, Superfície, Superfície útil","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Superfície de les finques cadastrals de la ciutat de Barcelona","Superficie de las fincas catastrales de la ciudad de Barcelona","Surface area of land cadastral of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-finques-superficie","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-finques-superficie","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-finques-superficie","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-habitatges-any-const","Nombre dels locals d'habitatge segons l’any de construcció de la ciutat de Barcelona","Número de los locales de vivienda según el año de construcción de la ciudad de Barcelona","Number of housing premises according to the year of construction of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2015-02-04","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","18","1840","10","13264","14028","839","1708","Any 2009, Any 2010, Any 2011, Any 2012, Any 2013, Any 2014, Any 2015, Any 2016, Any 2017, Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Any construcció, Barris, Barris Barcelona, Locals cadastrals, Locals habitatge, Seccions censals","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Detall del nombre dels locals de la ciutat de Barcelona que tenen com a ús i destinació principal l'habitatge segons l’any de construcció","Detalle del número de los locales de la ciudad de Barcelona que tienen como uso y destinación principal la vivienda según el año de construcción","Number of the premises in the city of Barcelona which have housing as its main use and destination classified by year of construction","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-habitatges-any-const","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-habitatges-any-const","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-habitatges-any-const","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"est-cadastre-habitatges-edat-mitjana","Edat mitjana dels locals d'habitatge de la ciutat de Barcelona","Edad media de los locales de vivienda de la ciudad de Barcelona","Average age of the housing premises in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-07-31","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","2059","17","5342","5654","121","204","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris Barcelona, Edat mitjana, Locals cadastrals, Locals habitatge, Seccions censals","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Detall de l'edat mitjana dels locals de la ciutat de Barcelona que tenen com a ús i destinació principal l'habitatge","Detalle de la edad media de los locales de la ciudad de Barcelona que tienen como uso y destinación principal la vivienda","Average age detail of the premises in the city of Barcelona which have housing as its main use and destination","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-habitatges-edat-mitjana","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-habitatges-edat-mitjana","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-habitatges-edat-mitjana","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-habitatges-propietari","Nombre, superfície  i valor cadastral dels locals d'habitatge segons tipus i nacionalitat del propietari a  la ciutat de Barcelona","Número, superficie y valor catastral de los locales de vivienda según tipo y nacionalidad del  propietario en la ciudad de Barcelona","Number, size and cadastral value of ​​the housing premises by type and nationality  of owner in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2015-02-04","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","18","2701","20","16660","17828","1421","3096","Any 2009, Any 2010, Any 2011, Any 2012, Any 2013, Any 2014, Any 2015, Any 2016, Any 2017, Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Locals habitatge, Nombre locals, Seccions censals, Superfície, Tipus propietari","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Detall del nombre, superfície i valor cadastral dels locals de la ciutat de Barcelona que tenen com a ús i destinació principal l'habitatge segons tipus i nacionalitat del propietari físic","Detalle del número, superfície y valor cadastral de los locales de la ciudad de Barcelona que tienen como uso y destinación principal la vivienda según tipo  y nacionalidad del propietario físico","Number , size and cadastral value area detail of the premises in the city of Barcelona which have housing as its main use and destination by type  and nationality  of  natural  owner","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-habitatges-propietari","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-habitatges-propietari","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-habitatges-propietari","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"est-cadastre-habitatges-superficie","Nombre dels locals d'habitatge segons superfície de la ciutat de Barcelona","Número de los locales de vivienda según superficie de la ciudad de Barcelona","Number of housing premises by surface area of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2015-02-04","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","18","2080","13","12960","14133","1637","1828","Any 2009, Any 2010, Any 2011, Any 2012, Any 2013, Any 2014, Any 2015, Any 2016, Any 2017, Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Locals cadastrals, Locals habitatge, Nombre locals, Seccions censals, Superfície","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Detall del nombre dels locals de la ciutat de Barcelona que tenen com a ús i destinació principal l'habitatge segons superficie","Detalle del número de los locales de la ciudad de Barcelona que tienen como uso y destinación principal la vivienda según superfície","Number of the premises in the city of Barcelona which have housing as its main use and destination classified by surface","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-habitatges-superficie","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-habitatges-superficie","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-habitatges-superficie","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"est-cadastre-habitatges-superficie-mitjana","Superfície mitjana dels locals d'habitatge de la ciutat de Barcelona","Superfície media de los locales de vivienda de la ciudad de Barcelona","Average surface of the housing premises of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-07-31","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","10","2219","14","5996","6574","436","925","Any 2017, Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Locals cadastrals, Locals habitatge, Seccions censals, Superfície mitjana","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Detall de la superfície mitjana dels locals de la ciutat de Barcelona que tenen com a ús i destinació principal l’habitatge","Detalle de la superfície media de los locales de la ciudad de Barcelona que tienen como uso y destinación principal la vivienda","Average surface detail of the premises in the city of Barcelona which have housing as its main use and destination","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-habitatges-superficie-mitjana","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-habitatges-superficie-mitjana","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-habitatges-superficie-mitjana","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S"
"est-cadastre-habitatges-valor-cadastral","Valors cadastrals i valors unitaris dels locals d'habitatge de la ciutat de Barcelona","Valores catastrales y valores unitarios de los locales de vivienda de la ciudad de Barcelona","Cadastral values and unit values of the housing premises in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-07-31","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","9","4079","54","4600","4922","611","1191","Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Locals cadastrals, Locals habitatge, Seccions censals, Valor cadastral, Valor unitari","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Detall dels valors cadastrals i valors unitaris dels locals de la ciutat de Barcelona que tenen com a ús i destinació principal l'habitatge  ","Detalle de los valores cadastrales y valores unitarios de los locales de la ciudad de Barcelona que tienen como uso y destinación principal la vivienda","Cadastral values and unit values detail of the premises in the city of Barcelona which have housing as its main use and destination","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-habitatges-valor-cadastral","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-habitatges-valor-cadastral","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-habitatges-valor-cadastral","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-cadastre-locals-prop","Nombre, superfície i valor dels locals cadastrals segons tipus i nacionalitat del propietari  a la ciutat de Barcelona ","Número, superfíce y valor de los locales catastrales según tipo  y nacionalidad del propietario  en  la ciudad de Barcelona","Number, size and value of the cadastral premises by type and nationality of owner in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2013-03-14","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","18","1693","9","12368","12959","1724","3790","Any 2009, Any 2010, Any 2011, Any 2012, Any 2013, Any 2014, Any 2015, Any 2016, Any 2017, Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Locals cadastrals, Seccions censals, Superfície, Tipus propietari, Valor cadastral","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Nombre, superfície i valor dels locals cadastrals segons tipus  i nacionalitat del propietari físic a la ciutat de Barcelona ","Número, superfíce y valor de los locales catastrales según tipo y nacionalidad del propietario físico en la ciudad de Barcelona","Number, size and value of the cadastral premises by type and nationality of  natural owner in the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-locals-prop","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-locals-prop","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-locals-prop","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
"est-cadastre-locals-sup","Superfície dels locals cadastrals segons destinació principal de la ciutat de Barcelona","Superficie de los locales catastrales según destino principal de la ciudad de Barcelona","Area size of the cadastral premises according to the main destination of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2013-03-14","Territori","Habitatge","63","ANUAL","No","No","Yes","Yes","18","2034","13","14381","15229","1432","1564","Any 2009, Any 2010, Any 2011, Any 2012, Any 2013, Any 2014, Any 2015, Any 2016, Any 2017, Any 2018, Any 2019, Any 2020, Any 2021, Any 2022, Any 2023, Any 2024, Any 2025, Any 2026, Barris, Barris Barcelona, Destinació principal, Locals cadastrals, Seccions censals, Superfície","Dirección General del Catastro. Ministerio de Hacienda y Función Pública. Ajuntament de Barcelona. Institut Municipal d'Hisenda.","Gerència Municipal","Oficina Municipal de Dades - Departament d'Estadística i Difusió de Dades"," "," "," ","Superfície dels locals cadastrals segons destinació principal de la ciutat de Barcelona","Superficie de los locales catastrales según destino principal de la ciudad de Barcelona","Area size of the cadastral premises according to the main destination of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-cadastre-locals-sup","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-cadastre-locals-sup","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-cadastre-locals-sup","","ODS 11: Ciutats i comunitats sostenibles","N/A","N/A","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S"
